InstanceName,N,n,m_Max,m_0,V_max,V_0,Method,Time,LimitTime,NBMinColum,Strategy,LowerBound,GenerateCol,maxNbCallHeuristics,Memorization,NBNodes,NBCut,NBCleaning,NBCutInMemo,NBRemInMemo,NBComputeCost,NBCallsHeu,NBCallDP,NBCallSubProcessCG,NBCallSubProcessBaB,isOptimal,Objective
instance5_n_40_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,0,14110,7449,0,0,0,224654,0,173038,0,2163,0,24
instance8_n_40_N_80_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,23.6144,300,1,depth-first,Columns_Generation,0,1,0,533,216,0,0,0,2326,0,1998,0,33,1,0
instance8_n_20_N_80_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.572957,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_60_N_80_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,24709,35737,0,0,0,42,0,0,0,11276,0,103
instance7_n_60_N_80_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.014,300,nan,depth-first,LB_from_MIP,nan,nan,0,15107,16563,0,0,0,42,0,0,0,4639,0,144
instance9_n_60_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,21513,20364,0,0,0,42,0,0,0,3692,0,75
instance6_n_20_N_80_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.563595,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_40_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.47798,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_40_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,194.398,300,1,depth-first,Columns_Generation,0,1,0,1364,789,0,0,0,33465,0,24754,0,211,1,71
instance4_n_20_N_80_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.442591,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_40_N_80_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.50901,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_40_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.39778,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_20_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.683918,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,13
instance7_n_20_N_80_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.419248,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_60_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.104,300,1,depth-first,Columns_Generation,0,1,0,40,0,0,0,0,2150,0,2012,40560149,5,0,35
instance5_n_60_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,3.90864,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_60_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,5.27964,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_60_N_80_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.001,300,1,depth-first,Columns_Generation,0,1,0,20360,12463,0,0,0,342549,0,349906,0,2672,0,40
instance3_n_40_N_80_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,34316,37740,0,0,0,82,0,0,0,7087,0,41
instance6_n_20_N_80_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,2.49084,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_20_N_80_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.561596,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_60_N_80_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,0,1032,553,0,0,0,36780,0,36776,0,144,0,160
instance8_n_60_N_80_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.011,300,nan,depth-first,LB_from_MIP,nan,nan,0,20498,22109,0,0,0,42,0,0,0,7808,0,78
instance5_n_20_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,2.9515,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,3
instance3_n_60_N_80_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.125,300,1,depth-first,Columns_Generation,0,1,0,20,0,0,0,0,2945,0,2292,39721560,2,0,158
instance3_n_60_N_80_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.001,300,1,depth-first,Columns_Generation,0,1,0,33881,19887,0,0,0,301306,0,353430,0,4527,0,58
instance2_n_20_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,94832,42218,0,0,0,122,0,0,0,16809,0,3
instance0_n_60_N_80_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,0,2471,1451,0,0,0,92163,0,92288,0,322,0,103
instance4_n_40_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.005,300,nan,depth-first,LB_from_MIP,nan,nan,0,34069,30282,0,0,0,82,0,0,0,5280,0,47
instance6_n_60_N_80_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.008,300,1,depth-first,Columns_Generation,0,1,0,2817,1766,0,0,0,109500,0,109098,0,490,0,111
instance8_n_60_N_80_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.02,300,nan,depth-first,LB_from_MIP,nan,nan,0,19884,24306,0,0,0,42,0,0,0,3123,0,76
instance4_n_20_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.488385,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_40_N_80_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.53699,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_20_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.501866,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_20_N_80_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.240183,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_20_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.714363,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_20_N_80_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.419061,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_20_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,1.09501,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,16
instance6_n_40_N_80_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.56971,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_60_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.047,300,nan,depth-first,LB_from_MIP,nan,nan,0,18511,24179,0,0,0,42,0,0,0,3684,0,255
instance7_n_20_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.405664,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_40_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.48011,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_60_N_80_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,0,8147,2903,0,0,0,70493,0,78954,50958764,1110,0,7
instance1_n_60_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,0,7055,3314,0,0,0,98917,0,109232,0,298,0,129
instance6_n_60_N_80_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.007,300,nan,depth-first,LB_from_MIP,nan,nan,0,20996,20504,0,0,0,42,0,0,0,4541,0,34
instance4_n_40_N_80_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.021,300,1,depth-first,Columns_Generation,0,1,0,1821,861,0,0,0,45026,0,30890,13932699,247,0,28
instance7_n_40_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.39835,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_40_N_80_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,12.7233,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_20_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.492333,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_60_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,5.29435,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_20_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,2.62247,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
instance7_n_60_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,28556,16000,0,0,0,355222,0,388284,0,4346,0,83
instance4_n_60_N_80_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.007,300,nan,depth-first,LB_from_MIP,nan,nan,0,30232,19309,0,0,0,42,0,0,0,1835,0,57
instance4_n_20_N_80_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.500793,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_60_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,17747,8772,0,0,0,197671,0,210946,0,2487,0,11
instance3_n_40_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,6.8969,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_40_N_80_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,35167,28853,0,0,0,82,0,0,0,4215,0,9
instance2_n_20_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.620313,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_20_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.43912,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_60_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.021,300,nan,depth-first,LB_from_MIP,nan,nan,0,16850,15098,0,0,0,42,0,0,0,2340,0,38
instance8_n_40_N_80_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,29679,32463,0,0,0,82,0,0,0,8010,0,101
instance7_n_20_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.40188,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_20_N_80_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.390955,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_40_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.06,300,nan,depth-first,LB_from_MIP,nan,nan,0,22336,23214,0,0,0,82,0,0,0,8797,0,79
instance0_n_20_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,3.14937,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,20
instance4_n_40_N_80_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.1643,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_40_N_80_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,0,124565,63823,0,0,0,648699,0,688280,0,8221,0,6
instance3_n_20_N_80_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.480403,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_20_N_80_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.542871,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_40_N_80_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.90611,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_20_N_80_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.608848,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_20_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,1.00085,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_20_N_80_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.62675,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_40_N_80_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.01,300,1,depth-first,Columns_Generation,0,1,0,4850,2302,0,0,0,73643,0,56822,10033919,318,0,63
instance8_n_20_N_80_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.572147,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_60_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,4.20759,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_20_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.667158,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_20_N_80_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.657373,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_40_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,0,39098,16195,0,0,0,375456,0,315550,0,7481,0,6
instance3_n_60_N_80_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,3.95283,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_60_N_80_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.002,300,nan,depth-first,LB_from_MIP,nan,nan,0,32364,13309,0,0,0,42,0,0,0,242,0,2
instance0_n_60_N_80_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.012,300,nan,depth-first,LB_from_MIP,nan,nan,0,42910,24290,0,0,0,42,0,0,0,10287,0,14
instance2_n_60_N_80_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,27952,15306,0,0,0,306002,0,336272,0,4007,0,16
instance5_n_40_N_80_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,2.42504,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_40_N_80_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.007,300,1,depth-first,Columns_Generation,0,1,0,12642,4573,0,0,0,223656,0,158522,0,1666,0,7
instance3_n_60_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.108,300,nan,depth-first,LB_from_MIP,nan,nan,0,4179,4348,0,0,0,42,0,0,0,169,0,1
instance3_n_20_N_80_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.265643,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_40_N_80_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.005,300,nan,depth-first,LB_from_MIP,nan,nan,0,57141,26188,0,0,0,82,0,0,0,8444,0,9
instance6_n_40_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,1.57995,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_40_N_80_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.002,300,nan,depth-first,LB_from_MIP,nan,nan,0,49500,28107,0,0,0,82,0,0,0,7036,0,8
instance6_n_40_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.002,300,1,depth-first,Columns_Generation,0,1,0,39948,14410,0,0,0,352006,0,294274,0,6369,0,7
instance2_n_60_N_80_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,4.53702,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_60_N_80_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,28312,29403,0,0,0,42,0,0,0,7453,0,130
instance3_n_20_N_80_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,68714,41074,0,0,0,122,0,0,0,6537,0,9
instance9_n_60_N_80_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,4.11949,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_20_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,1.4605,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_40_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.002,300,nan,depth-first,LB_from_MIP,nan,nan,0,51723,26745,0,0,0,82,0,0,0,5728,0,8
instance8_n_60_N_80_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.017,300,nan,depth-first,LB_from_MIP,nan,nan,0,39313,25833,0,0,0,42,0,0,0,6432,0,7
instance4_n_40_N_80_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,47723,22362,0,0,0,471498,0,393406,0,7718,0,8
instance6_n_60_N_80_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.009,300,nan,depth-first,LB_from_MIP,nan,nan,0,14592,25793,0,0,0,42,0,0,0,5663,0,5
instance1_n_20_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,0.684045,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_20_N_80_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,20,1,1,2,1,BaB,30.6686,300,1,depth-first,Columns_Generation,0,1,0,2137,726,0,0,0,9599,0,11584,0,249,1,4
instance4_n_60_N_80_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.011,300,1,depth-first,Columns_Generation,0,1,0,711,376,0,0,0,27182,0,26916,0,122,0,198
instance7_n_60_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,0,19926,5570,0,0,0,254193,0,260682,0,1402,0,4
instance0_n_60_N_80_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.007,300,1,depth-first,Columns_Generation,0,1,0,3785,2146,0,0,0,100494,0,104582,0,323,0,105
instance8_n_60_N_80_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,0,8010,4771,0,0,0,169059,0,174536,0,1214,0,107
instance7_n_60_N_80_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.032,300,nan,depth-first,LB_from_MIP,nan,nan,0,32769,28331,0,0,0,42,0,0,0,12970,0,51
instance1_n_60_N_80_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.002,300,1,depth-first,Columns_Generation,0,1,0,32479,15823,0,0,0,474642,0,512566,0,4745,0,19
instance5_n_60_N_80_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,60,1,1,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,0,10473,5240,0,0,0,211232,0,215640,0,670,0,83
instance6_n_40_N_80_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,80,40,1,1,2,1,BaB,300.001,300,nan,depth-first,LB_from_MIP,nan,nan,0,51120,28638,0,0,0,82,0,0,0,8862,0,23
