InstanceName,N,n,m_Max,m_0,V_max,V_0,Method,Time,LimitTime,NBMinColum,Strategy,LowerBound,GenerateCol,maxNbCallHeuristics,Memorization,NBNodes,NBCut,NBCleaning,NBCutInMemo,NBRemInMemo,NBComputeCost,NBCallsHeu,NBCallDP,NBCallSubProcessCG,NBCallSubProcessBaB,isOptimal,Objective
instance0_n_25_N_50_tf_0.6_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.886168,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_25_N_50_tf_0.2_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.429552,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_37_N_50_tf_0.8_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.002,300,1,depth-first,Columns_Generation,0,1,0,104503,69622,0,0,0,504089,0,447708,0,5640,0,46
instance0_n_12_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.157977,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_12_N_50_tf_0.4_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.132519,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_25_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.565419,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_37_N_50_tf_0.6_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,0,210044,140362,0,0,0,501728,0,673580,0,20669,0,44
instance3_n_12_N_50_tf_0.8_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.218062,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
instance8_n_25_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.588913,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_37_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,0.986936,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_37_N_50_tf_0.6_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.001,300,1,depth-first,Columns_Generation,0,1,0,174181,117397,0,0,0,611283,0,672302,0,18674,0,24
instance5_n_25_N_50_tf_0.4_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.507458,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_37_N_50_tf_1.0_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,0,77134,46218,0,0,0,287265,0,261328,0,4019,0,86
instance0_n_12_N_50_tf_0.2_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.113012,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_37_N_50_tf_0.4_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,1.0713,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_25_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.55346,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_25_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.406053,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_37_N_50_tf_1.0_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.001,300,1,depth-first,Columns_Generation,0,1,0,41786,23341,0,0,0,298874,0,192796,0,6021,0,46
instance5_n_25_N_50_tf_0.2_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.596442,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_12_N_50_tf_1.0_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.114446,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
instance1_n_12_N_50_tf_1.0_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.341394,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
instance9_n_37_N_50_tf_0.8_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,70316,94412,0,0,0,56,0,0,0,12738,0,48
instance5_n_12_N_50_tf_0.6_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.149135,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_37_N_50_tf_0.8_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,0,63167,86485,0,0,0,56,0,0,0,19191,0,79
instance2_n_25_N_50_tf_0.6_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,1.32079,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_25_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.954414,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_25_N_50_tf_1.0_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,0,66261,61122,0,0,0,104,0,0,0,12084,0,36
instance4_n_25_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.631633,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_12_N_50_tf_1.0_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.175006,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_37_N_50_tf_0.4_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.001,300,1,depth-first,Columns_Generation,0,1,0,386102,6215,0,0,0,774682,0,1053284,0,1687,0,3
instance0_n_37_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,124614,65595,0,0,0,56,0,0,0,9986,0,25
instance6_n_37_N_50_tf_0.6_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.007,300,nan,depth-first,LB_from_MIP,nan,nan,0,77214,61079,0,0,0,56,0,0,0,6,0,36
instance8_n_12_N_50_tf_1.0_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.150622,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
instance8_n_12_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.129898,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_12_N_50_tf_0.8_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.131192,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_37_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,4.98145,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_25_N_50_tf_0.8_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,96.0107,300,1,depth-first,Columns_Generation,0,1,0,111617,45883,0,0,0,166510,0,306146,0,8583,1,5
instance2_n_25_N_50_tf_0.8_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.002,300,1,depth-first,Columns_Generation,0,1,0,533951,189752,0,0,0,934779,0,1390844,0,41526,0,2
instance1_n_12_N_50_tf_1.0_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.163406,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
instance6_n_25_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.462614,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_12_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.115357,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_25_N_50_tf_0.4_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,1.66421,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_37_N_50_tf_0.6_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,122867,80256,0,0,0,56,0,0,0,26194,0,32
instance3_n_12_N_50_tf_1.0_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.196057,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,3
instance2_n_12_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.131531,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_37_N_50_tf_0.2_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,1.09445,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_25_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.501158,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_25_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.573544,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_37_N_50_tf_0.8_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,0,64488,75548,0,0,0,56,0,0,0,7829,0,76
instance5_n_37_N_50_tf_0.6_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,105262,70979,0,0,0,56,0,0,0,20599,0,27
instance7_n_37_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,0.932795,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_37_N_50_tf_0.8_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,0,49873,30319,0,0,0,297619,0,214858,0,7330,0,82
instance0_n_12_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.146755,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_37_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.001,300,nan,depth-first,LB_from_MIP,nan,nan,0,67166,67516,0,0,0,56,0,0,0,8310,0,10
instance8_n_25_N_50_tf_0.4_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.611608,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_37_N_50_tf_1.0_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,81514,86260,0,0,0,56,0,0,0,4733,0,107
instance9_n_12_N_50_tf_0.2_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.132226,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_12_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.122661,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_37_N_50_tf_0.6_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,109567,109318,0,0,0,56,0,0,0,16321,0,23
instance0_n_25_N_50_tf_1.0_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,88859,62771,0,0,0,104,0,0,0,1545,0,19
instance2_n_37_N_50_tf_0.8_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,76.7371,300,1,depth-first,Columns_Generation,0,1,0,10406,5648,0,0,0,89482,0,57988,0,766,1,32
instance1_n_37_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,105483,52579,0,0,0,56,0,0,0,746,0,46
instance6_n_25_N_50_tf_0.2_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.492328,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_12_N_50_tf_1.0_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.124715,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,7
instance9_n_37_N_50_tf_0.4_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,9.298,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_12_N_50_tf_1.0_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.10292,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11
instance9_n_25_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.380216,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_37_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.005,300,nan,depth-first,LB_from_MIP,nan,nan,0,131535,80671,0,0,0,56,0,0,0,6820,0,48
instance0_n_37_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,0.794553,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_25_N_50_tf_1.0_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,19.2903,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
instance8_n_37_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,1.24641,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_25_N_50_tf_1.0_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,118504,66820,0,0,0,104,0,0,0,12597,0,11
instance7_n_37_N_50_tf_0.6_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,0,101288,65365,0,0,0,56,0,0,0,177,0,21
instance4_n_25_N_50_tf_1.0_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,0,507176,267805,0,0,0,504650,0,1296162,0,41968,0,21
instance7_n_25_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,108754,78873,0,0,0,104,0,0,0,4450,0,2
instance2_n_25_N_50_tf_1.0_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,110300,67872,0,0,0,104,0,0,0,10152,0,2
instance7_n_37_N_50_tf_0.6_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.007,300,nan,depth-first,LB_from_MIP,nan,nan,0,114810,51262,0,0,0,56,0,0,0,423,0,61
instance0_n_12_N_50_tf_1.0_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.149293,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_25_N_50_tf_0.2_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.44241,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_37_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,0.952879,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_12_N_50_tf_0.8_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.108079,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_25_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.946018,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_12_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.131542,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_12_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.16252,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_25_N_50_tf_0.4_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.493306,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_25_N_50_tf_0.2_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.645347,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_25_N_50_tf_0.6_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,1.27131,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_12_N_50_tf_1.0_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.129813,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_25_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.531149,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_12_N_50_tf_0.4_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.128219,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_37_N_50_tf_0.8_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,nan,depth-first,LB_from_MIP,nan,nan,0,71231,96100,0,0,0,56,0,0,0,10091,0,39
instance0_n_37_N_50_tf_0.4_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,73769,24190,0,0,0,425615,0,274924,0,7775,0,2
instance0_n_25_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,5.88218,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
instance6_n_12_N_50_tf_0.4_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.141492,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_12_N_50_tf_0.8_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.142959,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_12_N_50_tf_0.6_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.182492,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_25_N_50_tf_0.8_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,151.371,300,1,depth-first,Columns_Generation,0,1,0,120326,49792,0,0,0,382231,0,405972,0,15964,1,3
instance4_n_37_N_50_tf_0.6_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,0,115342,35324,0,0,0,645181,0,437420,0,2687,0,4
instance7_n_25_N_50_tf_0.6_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,0,125605,61523,0,0,0,104,0,0,0,11174,0,3
instance6_n_12_N_50_tf_0.2_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.135068,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_37_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,1.18858,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_25_N_50_tf_0.2_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.689784,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_25_N_50_tf_0.4_rdd_0.2_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,25,2,2,2,1,BaB,0.575881,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_12_N_50_tf_0.6_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.140109,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_37_N_50_tf_0.4_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,37,2,2,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,0,705232,372383,0,0,0,972373,0,1961506,0,40174,0,12
instance8_n_12_N_50_tf_1.0_rdd_0.6_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.128684,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
instance8_n_12_N_50_tf_0.4_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.155124,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_12_N_50_tf_0.2_rdd_0.4_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.143215,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_12_N_50_tf_0.2_rdd_0.8_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.163548,300,1,depth-first,Columns_Generation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_12_N_50_tf_0.2_rdd_1.0_mMax_2_m0_2_Vmax_2.0_V0_1.0,50,12,2,2,2,1,BaB,0.120574,300,nan,depth-first,LB_from_MIP,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,0
