InstanceName,N,n,m_Max,m_0,V_max,V_0,Method,Time,LimitTime,Objective,isOptimal,NBNodes,InstancePath
instance1_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.458357,300,0,1,0,nan
instance2_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.341508,300,0,1,0,nan
instance3_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.390823,300,0,1,0,nan
instance4_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.3879,300,0,1,0,nan
instance5_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.396248,300,0,1,0,nan
instance6_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.365237,300,0,1,0,nan
instance7_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.354828,300,0,1,0,nan
instance8_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.404862,300,0,1,0,nan
instance9_n_17_N_70_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.437585,300,0,1,0,nan
instance0_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.285637,300,0,1,0,nan
instance1_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.381002,300,0,1,0,nan
instance2_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.430996,300,0,1,0,nan
instance3_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.321982,300,0,1,0,nan
instance4_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.343563,300,0,1,0,nan
instance5_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.394209,300,0,1,0,nan
instance6_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.490273,300,0,1,0,nan
instance7_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.467104,300,0,1,0,nan
instance8_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.356336,300,0,1,0,nan
instance9_n_17_N_70_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.449694,300,0,1,0,nan
instance0_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.285868,300,0,1,0,nan
instance1_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.446661,300,0,1,4,nan
instance2_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.552455,300,0,1,470,nan
instance3_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.376573,300,0,1,0,nan
instance4_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.368281,300,0,1,0,nan
instance5_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.323351,300,0,1,0,nan
instance6_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.376502,300,0,1,0,nan
instance7_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.389559,300,0,1,0,nan
instance8_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.481523,300,0,1,120,nan
instance9_n_17_N_70_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.45955,300,0,1,0,nan
instance0_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.460812,300,0,1,0,nan
instance4_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.370788,300,0,1,0,nan
instance3_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.600229,300,1,1,0,nan
instance2_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.979454,300,3,1,538,nan
instance5_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.477908,300,0,1,0,nan
instance1_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,3.18765,300,1,1,1556,nan
instance6_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.443842,300,0,1,0,nan
instance7_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.375889,300,0,1,0,nan
instance8_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.531578,300,3,1,0,nan
instance0_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.357513,300,0,1,0,nan
instance9_n_17_N_70_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.732045,300,2,1,0,nan
instance1_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.617526,300,1,1,149,nan
instance2_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.784612,300,0,1,40,nan
instance3_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.649091,300,0,1,131,nan
instance4_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.58572,300,0,1,0,nan
instance5_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.565934,300,1,1,0,nan
instance6_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.401578,300,0,1,0,nan
instance8_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.670432,300,0,1,0,nan
instance0_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.710771,300,0,1,322,nan
instance1_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.525341,300,0,1,0,nan
instance7_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.55839,300,0,1,1550,nan
instance3_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.564518,300,0,1,0,nan
instance4_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.379552,300,0,1,0,nan
instance9_n_17_N_70_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.94982,300,0,1,3000,nan
instance5_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.652808,300,0,1,0,nan
instance7_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.415312,300,0,1,0,nan
instance2_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.52284,300,0,1,961,nan
instance8_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.697438,300,0,1,390,nan
instance9_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.56538,300,0,1,0,nan
instance0_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.612117,300,0,1,435,nan
instance1_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.362831,300,0,1,0,nan
instance2_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.402479,300,0,1,0,nan
instance6_n_17_N_70_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.72641,300,0,1,1119,nan
instance3_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.458649,300,0,1,0,nan
instance4_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.437731,300,0,1,0,nan
instance5_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.334817,300,0,1,0,nan
instance6_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.429913,300,0,1,0,nan
instance7_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.48306,300,0,1,0,nan
instance8_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.418706,300,0,1,0,nan
instance9_n_17_N_70_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.421824,300,0,1,0,nan
instance0_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.330359,300,0,1,0,nan
instance1_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.401629,300,0,1,0,nan
instance2_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.614622,300,0,1,331,nan
instance3_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.432838,300,0,1,0,nan
instance4_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.307554,300,0,1,0,nan
instance5_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.338333,300,0,1,0,nan
instance6_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.558758,300,0,1,0,nan
instance7_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.399878,300,0,1,0,nan
instance8_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.388659,300,0,1,0,nan
instance9_n_17_N_70_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.520627,300,0,1,0,nan
instance1_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.525042,300,11,1,100,nan
instance2_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.449608,300,15,1,0,nan
instance3_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.344673,300,11,1,0,nan
instance4_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.32628,300,8,1,0,nan
instance5_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.367387,300,16,1,0,nan
instance7_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.309634,300,6,1,0,nan
instance8_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.478593,300,17,1,0,nan
instance9_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.529439,300,14,1,329,nan
instance0_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.469909,300,7,1,0,nan
instance1_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.573431,300,6,1,0,nan
instance2_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.443375,300,6,1,0,nan
instance0_n_17_N_70_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,3.49972,300,5,1,1661,nan
instance5_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.716327,300,7,1,0,nan
instance8_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.631418,300,5,1,71,nan
instance0_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.478132,300,1,1,0,nan
instance4_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.87185,300,7,1,3339,nan
instance1_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.473106,300,2,1,0,nan
instance7_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.39898,300,1,1,487,nan
instance6_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,2.16932,300,3,1,1859,nan
instance9_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.97226,300,7,1,1758,nan
instance3_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.3016,300,7,1,1349,nan
instance2_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.79895,300,4,1,1172,nan
instance4_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.51972,300,3,1,709,nan
instance8_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.67435,300,3,1,0,nan
instance6_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.17892,300,1,1,322,nan
instance0_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.378927,300,0,1,0,nan
instance1_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.515512,300,0,1,0,nan
instance9_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,1.02761,300,1,1,447,nan
instance2_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.420616,300,0,1,0,nan
instance3_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.445783,300,0,1,0,nan
instance5_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.494358,300,0,1,0,nan
instance6_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.426102,300,0,1,0,nan
instance7_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.513298,300,0,1,0,nan
instance5_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,3.052,300,1,1,3325,nan
instance8_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.361187,300,0,1,0,nan
instance7_n_17_N_70_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,2.89057,300,5,1,1687,nan
instance9_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.671019,300,0,1,0,nan
instance0_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.565109,300,0,1,0,nan
instance1_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.442748,300,0,1,0,nan
instance2_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.519331,300,0,1,0,nan
instance3_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.572228,300,0,1,0,nan
instance4_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.45777,300,0,1,0,nan
instance4_n_17_N_70_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,2.66015,300,0,1,2201,nan
instance5_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.436111,300,0,1,0,nan
instance6_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.368849,300,0,1,0,nan
instance7_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.384848,300,0,1,0,nan
instance8_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.364684,300,0,1,0,nan
instance9_n_17_N_70_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,0.733361,300,0,1,400,nan
instance0_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.962118,300,0,1,0,nan
instance2_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.764252,300,0,1,0,nan
instance1_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.24341,300,0,1,0,nan
instance3_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.887263,300,0,1,0,nan
instance4_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.979525,300,0,1,0,nan
instance5_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.07663,300,0,1,0,nan
instance6_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.09208,300,0,1,0,nan
instance7_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.01669,300,0,1,0,nan
instance9_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.884403,300,0,1,0,nan
instance3_n_17_N_70_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,17,1,1,2,1,MIP,10.8616,300,4,1,8391,nan
instance8_n_35_N_70_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.20247,300,0,1,0,nan
instance0_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.930607,300,0,1,0,nan
instance1_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.04039,300,0,1,0,nan
instance2_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.06789,300,0,1,0,nan
instance4_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.774965,300,0,1,0,nan
instance3_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.990304,300,0,1,0,nan
instance5_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.978202,300,0,1,0,nan
instance6_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.942875,300,0,1,0,nan
instance7_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.00594,300,0,1,0,nan
instance8_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.954258,300,0,1,0,nan
instance9_n_35_N_70_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.09909,300,0,1,0,nan
instance0_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.09616,300,0,1,0,nan
instance1_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.995381,300,0,1,0,nan
instance2_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.01603,300,0,1,0,nan
instance3_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.0813,300,0,1,0,nan
instance4_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.94643,300,0,1,0,nan
instance6_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.01816,300,0,1,0,nan
instance5_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.25547,300,0,1,0,nan
instance7_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.967765,300,0,1,0,nan
instance8_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.14134,300,0,1,0,nan
instance9_n_35_N_70_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.07389,300,0,1,0,nan
instance0_n_35_N_70_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.03479,300,0,1,0,nan
instance2_n_35_N_70_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,0.927616,300,0,1,0,nan
instance1_n_35_N_70_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,70,35,1,1,2,1,MIP,1.17225,300,0,1,0,nan
