InstanceName,N,n,m_Max,m_0,V_max,V_0,Method,Time,LimitTime,Objective,isOptimal,NBNodes,InstancePath
instance7_n_22_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.779332,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_22_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_45_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,1.73647,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_45_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.603326,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_67_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.02,300,8,0,5171,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_67_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.911951,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.615882,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_67_N_90_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,6.1381,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_67_N_90_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_45_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,12.8774,300,0,1,1000,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_45_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.0662,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.60178,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,300.019,300,70,0,4013,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.703469,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_45_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,300.013,300,30,0,13610,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_45_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,6.51201,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_22_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.645238,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_22_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.758677,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_22_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.682006,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_22_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,130.291,300,0,1,11482,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,5.89744,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.663289,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_67_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.026,300,174,0,2220,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_67_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.03,300,169,0,1396,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,154.539,300,0,1,10345,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_67_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.026,300,118,0,1509,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_67_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance5_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,127.914,300,0,1,10513,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance5_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,3.75926,300,0,1,1523,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_67_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.022,300,474,0,933,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_67_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_67_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.025,300,172,0,2773,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_67_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_45_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,280.077,300,0,1,25478,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_45_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_67_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.022,300,67,0,6848,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_67_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_67_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.019,300,3,0,8625,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_67_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_45_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,300.017,300,20,0,8573,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_45_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_45_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.39881,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_45_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.70453,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,8.10401,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_22_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.664137,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_22_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,300.016,300,34,0,6279,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_45_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,295.087,300,0,1,31843,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_45_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_67_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.023,300,110,0,1872,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_67_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,4.28377,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance7_n_22_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,22.6551,300,1,1,5991,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance7_n_22_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.627654,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_45_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,140.309,300,0,1,11362,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_45_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.0434,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_45_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.66763,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_45_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.64226,300,0,1,761,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_22_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_67_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,16.1406,300,0,1,490,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_67_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,20.6768,300,0,1,1550,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_22_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.25375,300,3,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_22_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_67_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,62.2649,300,0,1,1000,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_67_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance5_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,2.19149,300,0,1,966,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance5_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_45_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.94878,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_45_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_45_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.25531,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_45_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance6_n_67_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.021,300,221,0,3090,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance6_n_67_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.62791,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_67_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.024,300,93,0,3660,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_67_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_67_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.025,300,142,0,2582,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_67_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_45_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,300.015,300,1,0,18055,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_45_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_22_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,300.007,300,14,0,30112,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_22_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance9_n_67_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.02,300,91,0,2194,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance9_n_67_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_67_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.028,300,58,0,10681,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_67_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.022,300,125,0,6459,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_45_N_90_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,1.62499,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_45_N_90_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_22_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.781647,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_22_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_22_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.674302,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_22_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,167.59,300,0,1,10609,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_22_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.02153,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_22_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_45_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,MIP,2.76444,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_45_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance8_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.680522,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance8_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance3_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.704012,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance3_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance2_n_67_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,MIP,300.019,300,7,0,10609,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance2_n_67_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance1_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.600987,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance1_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance4_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,1.44203,300,0,1,474,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance4_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
instance0_n_22_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,MIP,0.689241,300,0,1,0,/home/qschau/Exact_Algorithms_Bilevel_Scheduling_Industry_Futur/instances/N90/instances/instance0_n_22_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt
